Extension Number,Name,Publisher,Extension ID,Source Code,Downloads,ok,critical,high,medium,low,total vul,vulnerabilities
1184,Hack,Pranay Agarwal,e3480980-6336-41cd-ae23-a7c2ca6b8926,https://github.com/slackhq/vscode-hack.git,87105,True,0,0,0,0,0,
1185,lit-plugin,Rune Mehlsen,aa4b9899-4436-45ea-966d-0777596a6f5b,https://github.com/runem/lit-analyzer.git,87005,True,0,0,0,0,0,
1186,aws-cloudformation-yaml,Daniel Thielking,aaa99d1c-5fcd-44a1-a84a-7106dcd265d0,https://github.com/dthielking/aws-cloudformation-yaml.git,86946,True,0,0,0,0,0,
1187,Colorful Comments,Parth Rastogi,593914aa-670d-4885-965f-1539224f8339,https://github.com/Parth2031/Colorful-Comments.git,86905,True,0,0,0,0,0,
1188,CodeQL,GitHub,56d1e1f8-892a-4abc-b402-c473b832e324,https://github.com/github/vscode-codeql.git,86891,False,0,0,0,0,0,
1189,Solidity Language & Themes (only),tintinweb,cdb58849-c6ad-4416-8d76-6c65d9a8b287,https://github.com/tintinweb/vscode-solidity-language.git,86880,True,0,0,0,0,0,
1190,Chef Infra Extension for Visual Studio Code,Chef,7fa472e2-50bb-491f-9d50-40f60d09d2bd,https://github.com/chef/vscode-chef.git,86716,True,0,0,0,0,0,
1191,JavaScript Debugger,Microsoft,25629058-ddac-4e17-abba-74678e126c5d,https://github.com/Microsoft/vscode-pwa.git,86577,True,0,0,0,0,0,
1192,IoT Utility,Jun Han,3762f680-5e2d-489d-b3ec-70723129b9a4,https://github.com/formulahendry/vscode-platformio.git,86328,True,0,0,0,0,0,
1193,Spring Boot Snippets,Developer Soapbox,a51bdabf-126c-4ee2-91c7-4c36ff60434e,https://github.com/DeveloperSoapbox/vscode-springboot-snippets.git,86301,True,0,0,0,0,0,
1194,AWS boto3,Boto3.typed,00f2a80e-3db8-4507-872d-fffc722e4641,https://github.com/youtype/boto3-ide.git,86203,True,0,0,0,0,0,
1195,MatlabSnippets,slaier,2a6cdd14-9b54-497f-bb4a-a0298c7dd4f7,https://github.com/slaier/MatlabSnippets.git,86151,True,0,0,0,0,0,
1196,Emmet Keybindings,Andrés Gutiérrez,2d0e4a23-a2d2-4725-a7c5-eb2814a512ed,https://github.com/AGutierrezR/emmet-keybindings.git,85964,True,0,0,0,0,0,
1197,UnoCSS,Anthony Fu,55f2cc0f-acb9-4fb0-bf94-e0328e3c43fd,https://github.com/unocss/unocss.git,85471,True,0,0,0,0,0,
1198,Javascript-Essentials,Gydunhn,1887fa41-7807-4dfd-be80-5cd477d1e8e4,https://github.com/Gydunhn/Javascript-Essentials.git,85378,True,0,0,0,0,0,
1199,GitHub Actions,Mathieu Dutour,8476972c-078a-45ba-8756-b8ce15669cb9,https://github.com/Lona/vscode-github-actions.git,85149,True,0,0,0,0,0,
1200,Transformer,dakara,e74697c7-82c2-42d0-9502-a19a602732df,https://github.com/dakaraphi/vscode-extension-transformer.git,85116,True,0,0,0,0,0,
1201,Markmap,Gerald Liu,2392d4a0-3976-49ea-af95-7001abb8c75a,https://github.com/gera2ld/markmap-vscode.git,84911,True,0,0,0,0,0,
1202,Solidity Debugger,Meadow,488c2e27-8f31-422d-936d-1aa71e94b76a,https://github.com/MeadowSuite/Meadow.git,84751,False,0,0,0,0,0,
1203,Atomize (Atom One Dark theme),Emmanuel Roussel,b33f4b00-b7b4-4259-a263-eab2d86ac79b,https://github.com/emroussel/atomize.git,84333,True,0,0,0,0,0,
1204,Code Autocomplete,Benas Svipas,450b105e-1b74-4494-ae6c-0004e2f9e8fc,https://github.com/svipas/vscode-code-autocomplete.git,84229,True,0,0,0,0,0,
1205,Open in External App,YuTengjing,42a19d78-8550-49db-958b-561a7bfdee7d,https://github.com/tjx666/open-in-external-app.git,84184,True,0,0,0,0,0,
1206,dbt Power User,Altimate Inc.,4e4743d1-e423-44b9-88a4-d639da0996d1,https://github.com/innoverio/vscode-dbt-power-user.git,84124,True,0,0,0,0,0,
1207,MDX Preview,Xiaoyi Chen,2d6939dc-9776-4c55-bdbe-6af17c602141,https://github.com/xyc/vscode-mdx-preview.git,83853,False,0,3,1,0,4,Improper Input Validation; Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS)
1208,fish-vscode,skyapps,b78d2f2b-8801-40a5-ae88-27d420197d49,https://github.com/aaronsky/fish-vscode.git,83845,True,0,0,0,0,0,
1209,IntelliCode Insiders,Microsoft,58e5ca90-9b9f-4348-902c-9fdcc97ae0cf,https://github.com/MicrosoftDocs/intellicode.git,83813,False,0,0,0,0,0,
1210,Debugger for Unity,deitry,215df595-b81b-4242-b4fe-8501924ff5f7,https://github.com/deitry/vscode-unity-debug.git,83785,True,0,0,0,0,0,
1211,Advanced New File,Dominik Kundel,77b70e30-3534-4098-9d6d-382a96babca4,https://github.com/dkundel/vscode-new-file.git,83589,False,0,1,0,0,1,Prototype Pollution
1212,GLSL Lint (deprecated),CADENAS GmbH,198a6ac6-6b5f-4882-9f63-c4114294d7b0,https://github.com/hsimpson/vscode-glsllint.git,83492,True,0,0,0,0,0,
1213,PWA Tools,John Papa,a7b7eda5-dab4-4032-9097-a4d791dbd594,https://github.com/johnpapa/vscode-pwa.git,83291,True,0,0,0,0,0,
1214,vscode-lua-format,Koihik,e16d817c-eb8b-462b-86c5-fe97ff51875c,https://github.com/Koihik/vscode-lua-format.git,83170,True,0,0,0,0,0,
1215,Text Power Tools,Dániel Tar,f05d5b1a-dd2d-4d27-bfd6-e3cff922bd7e,https://github.com/qcz/vscode-text-power-tools.git,83119,False,0,2,2,0,4,Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS)
1216,vscode-mindmap,Souche,6d1e8c91-0d60-4635-a01e-d2b5b510e91c,https://github.com/souche/vscode-mindmap.git,83116,False,1,1,4,0,6,Denial of Service (DoS); Arbitrary File Write via Archive Extraction (Zip Slip); XML External Entity (XXE) Injection; Improper Input Validation; Prototype Pollution; CRITICAL! Improper Input Validation
1217,Explorer Exclude,Peter Schmalfeldt,cd42c488-2afb-4d43-a5a5-98b1e482978a,https://github.com/sfccdevops/explorer-exclude-vscode-extension.git,82884,True,0,0,0,0,0,
1218,Rust Mod Generator,Kamasylvia,775ad96c-143a-4b5e-b41c-e46253f5a6f1,https://github.com/kamasylvia/rust-mod-generator.git,82879,True,0,0,0,0,0,
1219,Learn with Sumit Theme,Learn with Sumit,466e3c46-a580-40b7-97ed-c92be7fd4189,https://github.com/learnwithsumit/learn-with-sumit-vscode-theme.git,82744,False,0,0,0,0,0,
1220,Evondev Dracula,evondev,7c2f263b-00aa-4779-9a54-590199535879,https://github.com/evondev/evondev-dracula.git,82742,True,0,0,0,0,0,
1221,Jsonnet,Heptio,c6bcc110-1525-47e3-90c6-cd80fb1bf56e,https://github.com/heptio/vscode-jsonnet.git,82686,True,0,0,0,0,0,
1222,GNU Assembler Language Support,Bas du Pré,75dcb385-9b1a-4065-a72b-aab05260382e,https://github.com/basdp/vscode-language-gas-x86.git,82653,True,0,0,0,0,0,
1223,Email,leighlondon,1c56dff4-0d89-4021-9af9-537c2470bd8c,https://github.com/leighlondon/eml.git,82563,True,0,0,0,0,0,
1224,Solidity Visual Developer,tintinweb,4f32935f-6747-4a72-8e72-810141f26e35,https://github.com/tintinweb/vscode-solidity-auditor.git,82507,True,0,0,0,0,0,
1225,W3C Web Validator,Celian Riboulet,cf722d8c-43ff-4251-a706-51b12aa80fc5,https://github.com/celian-rib/vscode-webvalidation-extension.git,82487,True,0,0,0,0,0,
1226,VSCode Essentials Snippets,Roberto Achar,06986be2-5abf-4d35-b0ab-8858e2dedeb0,https://github.com/robertoachar/vscode-essentials-snippets.git,82463,True,0,0,0,0,0,
1227,VSNotes,Patrick Lee,bbfc1708-52dd-4729-863a-bf361a120a21,https://github.com/patleeman/VSNotes.git,82330,True,0,0,0,0,0,
1228,ETHover,tintinweb,2384f65a-6d8a-4985-8d5e-b982c680726a,https://github.com/ConsenSys/vscode-ethover.git,82251,False,0,1,0,0,1,Prototype Pollution
1229,LLDB VSCode,lanza,3890bd17-0b66-493e-a6f8-31ea9977082d,https://github.com/lanza/lldb-vscode.git,82248,True,0,0,0,0,0,
1230,Haskell (legacy),Alan Zimmerman,93e5704a-a536-44f3-b5de-6c914cb6ac91,https://github.com/alanz/vscode-hie-server.git,82209,True,0,0,0,0,0,
1231,Robot Code,Daniel Biehl,319a594d-3cdf-4bad-a6dd-2a92ef7d4aa6,https://github.com/d-biehl/robotcode.git,82035,True,0,0,0,0,0,
1232,Gitconfig Syntax,sidneys1,b75c12ec-9a82-45e7-aac2-1687e509a76b,https://github.com/Sidneys1/GitConfigVSCode.git,81819,True,0,0,0,0,0,
1233,EmmyLua,Tangzx,f38522ea-3489-4bb0-b8de-8e8531f3fcef,https://github.com/EmmyLua/VSCode-EmmyLua.git,81785,True,0,0,0,0,0,
1234,git-autoconfig,shyykoserhiy,dd008134-58b1-49df-8fe2-fb34ded873fb,https://github.com/ShyykoSerhiy/git-autoconfig.git,81673,True,0,0,0,0,0,
1235,Debugger for Mainframe,Broadcom,fd6753b9-f52a-40c6-85ee-529b51935733,https://github.com/BroadcomMFD/debugger-for-mainframe.git,81567,False,0,0,0,0,0,
1236,Prophet Debugger,SqrTT,25221bab-1cdf-4a5c-b1dd-a2f35c6ca67b,https://github.com/SqrTT/prophet.git,81556,False,1,2,4,0,7,Prototype Pollution; Regular Expression Denial of Service (ReDoS); Server-side Request Forgery (SSRF); Prototype Pollution; Improper Input Validation; Prototype Pollution; CRITICAL! Improper Input Validation
1237,Cypress Helper,Oleksandr Shevtsov,b12981ce-d25d-4220-a458-2dd70369abab,https://github.com/90poe/vscode-cy-helper.git,81478,False,1,1,2,0,4,CRITICAL! Incomplete List of Disallowed Inputs; Regular Expression Denial of Service (ReDoS); Command Injection; Regular Expression Denial of Service (ReDoS)
1238,Nim,Konstantin Zaitsev,1f3d8d31-8ff8-4429-8565-7313f9c67971,https://github.com/pragmagic/vscode-nim.git,81349,False,0,1,2,0,3,Prototype Pollution; Arbitrary Code Injection; Arbitrary Code Injection
1239,Markdown Table Formatter,Fernando Crespo,db9e305f-2d5a-44a5-97f7-91d4f2199a81,https://github.com/fcrespo82/vscode-markdown-table-formatter.git,81246,True,0,0,0,0,0,
1240,Diff & Merge,MoshFeu,68b929c5-4adb-451b-9ce0-d2797f56b925,https://github.com/moshfeu/vscode-diff-merge.git,81187,True,0,0,0,0,0,
1241,Test Explorer Live Share,Holger Benl,733c7fa7-f39a-44d2-a5d8-b1e7d413306e,https://github.com/hbenl/vscode-test-explorer-liveshare.git,81100,True,0,0,0,0,0,
1242,PeachPie for Visual Studio Code,iolevel,3c556c1c-f51b-4274-a52a-a286885bda4d,https://github.com/peachpiecompiler/peachpie.git,81081,False,0,0,0,0,0,
1243,Shell Syntax,Brian Malehorn,85929697-6cf9-4067-a5b5-d3fa74f53e8e,https://github.com/bmalehorn/vscode-shell-syntax.git,81005,True,0,0,0,0,0,
1244,Horizon Theme,Alexander Nanberg,7661e18a-ca94-4e7d-be7c-3b83ff7250c0,https://github.com/alexandernanberg/horizon-theme-vscode.git,80997,True,0,0,0,0,0,
1245,NSIS,idleberg,3050e4fb-2d2c-4d38-a9b6-8a6d9657d34f,https://github.com/idleberg/vscode-nsis.git,80835,True,0,0,0,0,0,
1246,Graphviz Preview,EFanZh,78b5ce61-e311-4b1b-a156-7ec00661d82a,https://github.com/EFanZh/Graphviz-Preview.git,80825,True,0,0,0,0,0,
1247,jsdoc,lllllllqw,e830906f-e167-461e-90f2-998014d23c5f,https://github.com/lllllllqw/vscode-jsdoc.git,80773,True,0,0,0,0,0,
1248,VBA,serkonda7,2f8ca9cf-2bb4-4ca7-8872-911dc6bbbd0b,https://github.com/serkonda7/vscode-vba.git,80721,True,0,0,0,0,0,
1249,Random Everything,helixquar,c2f1bda1-baa4-4627-975e-d130d7268f70,https://github.com/helixquar/randomeverything.git,80706,True,0,0,0,0,0,
1250,psioniq File Header,psioniq,2dd42e50-1c7f-425b-b267-604c44b00e49,https://github.com/davidquinn/psi-header.git,80488,True,0,0,0,0,0,
1251,ci-snippets2,Anish Mandal,3b707f67-9f50-4c78-b6d1-4b80c37d432a,https://github.com/anish137i/ci-snippets2.git,80418,True,0,0,0,0,0,
1252,vscode-input-sequence,tomoki1207,5d5e0952-6ea3-4aa1-adf9-81607539d6f0,https://github.com/tomoki1207/vscode-input-sequence.git,80297,True,0,0,0,0,0,
1253,Node modules resolve,Sergii N,33725128-6e25-4fd3-b913-65593c2f0f2f,https://github.com/naumovs/vscode-ext-node-module-resolve.git,80083,True,0,0,0,0,0,
1254,Insert Numbers,Asuka,1bd4f828-df27-4316-952d-2d89c42e6b16,https://github.com/Inori/vscode-InsertNumbers.git,79993,True,0,0,0,0,0,
1255,macros,ctf0,4ca3cec6-e447-4853-8df3-75dc96a46481,https://github.com/ctf0/macros.git,79901,True,0,0,0,0,0,
1256,vue3-snippets-for-vscode,wejectchan,89924760-4444-4377-96fa-302c9cf87570,https://github.com/wejectchen/vue3-snippets-for-vscode.git,79804,True,0,0,0,0,0,
1257,Xml Complete,rogalmic,0cf26461-1e73-40e2-a95f-5e04b1c935c7,https://github.com/rogalmic/vscode-xml-complete.git,79757,True,0,0,0,0,0,
1258,coldfusion,Ilya Verbitskiy,1e13ade8-88e4-4bec-b8bf-5d4365b9c924,https://github.com/ilich/vscode-coldfusion.git,79748,True,0,0,0,0,0,
1259,Server Connector,Red Hat,2eb99483-8974-4089-a275-0b1c3c9f211e,https://github.com/redhat-developer/vscode-server-connector.git,79725,True,0,0,0,0,0,
1260,URDF,smilerobotics,936c33e5-bf38-44a0-96de-269190b8c01a,https://github.com/OTL/vscode-urdf.git,79715,True,0,0,0,0,0,
1261,Brackets Extension Pack,Microsoft,42e46dd6-3444-4b25-be5c-ddd5ecf2baa7,https://github.com/Microsoft/vscode-brackets-pack.git,79645,True,0,0,0,0,0,
1262,Gather,Microsoft,1efd3211-484a-47d0-ae12-f9eb4245a6a7,https://github.com/microsoft/vscode-gather.git,79572,True,0,0,0,0,0,
1263,SQL Formatter,Cymon,7ce2c22b-eb90-436c-9832-705bd934f9c1,https://github.com/cymonbr/SqlFormatter-VSCode.git,79451,True,0,0,0,0,0,
1264,Python Template Snippets,Ricky White,ce66db28-d0db-4e62-87d2-addc5d836927,https://github.com/EndlessTrax/python-template-snippets.git,79130,True,0,0,0,0,0,
1265,Rust Flash Snippets,lorenzo pirro,be86ab72-7be0-4726-bbcd-339fa85c54e1,https://github.com/Metalymph/rust-flash-snippets.git,79098,True,0,0,0,0,0,
1266,Minimalist Product Icon Theme,ElAnandKumar,ff722812-68ff-48ff-9da4-3263cf8afa4e,https://github.com/elanandkumar/vscode-product-icon-theme.git,79020,True,0,0,0,0,0,
1267,CSS Grid Snippets,ohansemmanuel,0a5b5b61-ac18-4036-9adc-d1a2549218b1,https://github.com/ohansemmanuel/css-grid-snippets.git,78749,True,0,0,0,0,0,
1268,hadolint,Michael Lin,c0f361c5-4179-43c5-9cb5-c4eba77388b4,https://github.com/ExiaSR/vscode-hadolint.git,78597,True,0,0,0,0,0,
1269,Control Snippets,Benas Svipas,96dfa5b7-f8cb-4e56-b165-93bb512692d7,https://github.com/svipas/vscode-control-snippets.git,78521,True,0,0,0,0,0,
1270,openapi-lint,mermade,48cbdcdf-65e1-449d-adc9-d21e2b7acdff,https://github.com/Mermade/openapi-lint-vscode.git,78363,False,0,2,3,0,5,Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution
1271,MySQL Shell for VS Code,Oracle Corporation,54ddcd76-0b30-4937-8030-143a59ca2f3c,https://github.com/mysql/mysql-shell-plugins.git,78219,False,0,0,0,0,0,
1272,ADB Interface for VSCode,Vinicios Clarindo,3168cc76-e4fd-41e5-b405-277c5fc7dafa,https://github.com/vinicioslc/adb-interface-vscode.git,78186,False,0,2,0,0,2,Directory Traversal; Denial of Service (DoS)
1273,Auto Rename Tag,prasadbobby,352f2224-5183-4946-bda7-f68d5edbbebd,https://github.com/prasadbobby/vscode-auto-rename-tag.git,78082,True,0,0,0,0,0,
1274,Night Wolf,MaoSantaella,ce0fe469-040e-4daa-9a7a-63cc063a3e73,https://github.com/maoma87/NightWolfTheme.git,77731,True,0,0,0,0,0,
1275,Rust Targets,PolyMeilex,2d8e587e-f812-4f53-8aef-a03710f58939,https://github.com/PolyMeilex/vscode-rust-targets.git,77495,True,0,0,0,0,0,
1276,Zoom Bar,wraith13,03de82ee-b6a4-46c9-bde7-7b6793ffa232,https://github.com/wraith13/zoombar-vscode.git,77458,True,0,0,0,0,0,
1277,Java + Spring Extension Pack,Loiane Groner,028b2a97-eb05-4d73-b981-3e824cce2332,https://github.com/loiane/java-spring-extension-pack.git,77447,True,0,0,0,0,0,
1278,Node.js REPL,Lostfields,7bac9c75-86b8-451d-ba9a-bb4bf04d021b,https://github.com/lostfields/vscode-nodejs-repl.git,77348,True,0,0,0,0,0,
1279,hoogle-vscode,jcanero,fe92790a-e1a7-4df4-a73a-faf4369c7c8f,https://github.com/caneroj1/hoogle-vscode.git,77323,False,0,0,2,0,2,Server-side Request Forgery (SSRF); Prototype Pollution
1280,Postman Runner,Miguel Ángel Domínguez Coloma,cad3a6aa-939b-4893-9baf-0aa21adb6871,https://github.com/eridem/vscode-postman.git,77126,False,0,8,8,2,18,Remote Code Execution (RCE); Prototype Pollution; Prototype Pollution; Regular Expression Denial of Service (ReDoS); Command Injection; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Regular Expression Denial of Service (ReDoS)
1281,Rails Run Specs,Peter Negrei,f327ee76-fca0-4590-a3aa-f46057bdb877,https://github.com/noku/rails-run-spec-vscode.git,77092,True,0,0,0,0,0,
1282,Git Automator,Ivan Gabriele,117a5df4-a749-4500-a6d1-ecdd3ff732d0,https://github.com/ivangabriele/vscode-git-automator-legacy.git,77016,True,0,0,0,0,0,
1283,#region folding for VS Code,maptz,d6be54c6-633d-45c9-89b0-05a9e9ebf4c3,https://github.com/maptz/Maptz.VSCode.Extensions.customfolding.git,76834,True,0,0,0,0,0,
1284,Azure Storage Explorer,Jun Han,5ea18761-6edb-4005-aaef-e1f0b496a130,https://github.com/formulahendry/vscode-azure-storage-explorer.git,76785,False,0,0,21,0,21,Server-side Request Forgery (SSRF); Server-side Request Forgery (SSRF); Server-side Request Forgery (SSRF); Server-side Request Forgery (SSRF); Server-side Request Forgery (SSRF); Server-side Request Forgery (SSRF); Server-side Request Forgery (SSRF); Server-side Request Forgery (SSRF); Server-side Request Forgery (SSRF); Server-side Request Forgery (SSRF); Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution
1285,Delphi Keymap,Alessandro Fragnani,e30275bc-6b4c-4d12-9dc1-b0af6882d9e0,https://github.com/alefragnani/vscode-delphi-keybindings.git,76754,True,0,0,0,0,0,
1286,Flash Debugger,Haxe Foundation,248c7837-b842-494f-a5ce-e20ca2c8aef4,https://github.com/vshaxe/flash-debugger.git,76738,True,0,0,0,0,0,
1287,Pomodoro Timer,Kaiyuan Liu,02ad79e8-159a-4d93-b8ef-54c8006b006a,https://github.com/lkytal/pomodoro.git,76701,True,0,0,0,0,0,
1288,Dotenv Official +Vault,Dotenv,bfc47172-d830-4aab-9c7b-ecfdb1e97a29,https://github.com/dotenv-org/dotenv-vscode.git,76669,True,0,0,0,0,0,
1289,G-Code Syntax,Applied Engineering & Design,9a603b5c-ee9b-49db-b1bf-442092091857,https://github.com/appliedengdesign/vscode-gcode-syntax.git,76587,True,0,0,0,0,0,
1290,Alternate File,will-wow,9ebef204-ff18-463e-b3bb-655ebfe982d1,https://github.com/alternate-file/vscode-alternate-file.git,76565,True,0,0,0,0,0,
1291,Arduino,lintangwisesa,5d1f0d95-7843-4cbe-b5fc-6a24f82044f4,https://github.com/LintangWisesa/VScode-Arduino-Theme.git,76552,True,0,0,0,0,0,
1292,APKLab,Surendrajat,2d9a045d-c71e-48d6-9695-73ddaef8118e,https://github.com/APKLab/APKLab.git,76423,False,0,6,0,0,6,Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS)
1293,Eclipse New Java Project,Andrew Mellen,d2856d68-6ac4-4245-9399-3131a5d9ea1c,https://github.com/mellena1/vscode-eclipse-new-java-project.git,76295,True,0,0,0,0,0,
1294,anycode-rust,Microsoft,fefa61ca-8567-4643-b2c8-24db64849885,https://github.com/microsoft/vscode-anycode.git,76133,False,0,0,0,0,0,
1295,Open in GitHub,Fabio Spampinato,d9ad4cf9-a53a-4237-8962-a9c43c2e6fd2,https://github.com/fabiospampinato/vscode-open-in-github.git,76023,False,0,4,1,0,5,Prototype Pollution; Command Injection; Improper Neutralization of Argument Delimiters in a Command ('Argument Injection'); Remote Code Execution (RCE); Remote Code Execution (RCE)
