11,Jupyter Slide Show,Microsoft,e153ca70-b543-4865-b4c5-b31d34185948,https://github.com/Microsoft/vscode-jupyter-slideshow.git,32622390,"{""ok"": true, ""vulnerabilities"": [], ""numDependencies"": 0, ""severityMap"": {""critical"": 0, ""high"": 0, ""medium"": 0, ""low"": 0}, ""org"": ""bruswei"", ""packageManager"": ""npm"", ""summary"": ""No known vulnerabilities"", ""filesystemPolicy"": false, ""uniqueCount"": 0, ""hasUnknownVersions"": false, ""path"": ""https://github.com/Microsoft/vscode-jupyter-slideshow.git""}"
12,ESLint,Microsoft,583b2b34-2c1e-4634-8c0b-0b82e283ea3a,https://github.com/Microsoft/vscode-eslint.git,30025368,"{""ok"": true, ""vulnerabilities"": [], ""numDependencies"": 0, ""severityMap"": {""critical"": 0, ""high"": 0, ""medium"": 0, ""low"": 0}, ""org"": ""bruswei"", ""packageManager"": ""npm"", ""summary"": ""No known vulnerabilities"", ""filesystemPolicy"": false, ""uniqueCount"": 0, ""hasUnknownVersions"": false, ""path"": ""https://github.com/Microsoft/vscode-eslint.git""}"
13,Language Support for Java(TM) by Red Hat,Red Hat,198a707e-28af-4e84-8610-6e2f628dd12d,https://github.com/redhat-developer/vscode-java.git,28477930,"{""ok"": true, ""vulnerabilities"": [], ""numDependencies"": 150, ""severityMap"": {""critical"": 0, ""high"": 0, ""medium"": 0, ""low"": 0}, ""org"": ""bruswei"", ""packageManager"": ""npm"", ""summary"": ""No known vulnerabilities"", ""filesystemPolicy"": false, ""uniqueCount"": 0, ""hasUnknownVersions"": false, ""path"": ""https://github.com/redhat-developer/vscode-java.git""}"
14,Docker,Microsoft,0479fc1c-3d67-49f9-b087-fb9069afe48f,https://github.com/microsoft/vscode-docker.git,27633226,"{""ok"": true, ""vulnerabilities"": [], ""numDependencies"": 173, ""severityMap"": {""critical"": 0, ""high"": 0, ""medium"": 0, ""low"": 0}, ""org"": ""bruswei"", ""packageManager"": ""npm"", ""summary"": ""No known vulnerabilities"", ""filesystemPolicy"": false, ""uniqueCount"": 0, ""hasUnknownVersions"": false, ""path"": ""https://github.com/microsoft/vscode-docker.git""}"
15,Chinese (Simplified) (简体中文) Language Pack for Visual Studio Code,Microsoft,e4ee7751-6514-4731-9cdb-7580ffa9e70b,https://github.com/Microsoft/vscode-loc.git,26512207,"{""ok"": false, ""error"": ""Couldn't find the requested package or version"", ""path"": ""https://github.com/Microsoft/vscode-loc.git""}"
16,GitLens — Git supercharged,GitKraken,4de763bd-505d-4978-9575-2b7696ecf94e,https://github.com/gitkraken/vscode-gitlens.git,26501333,"{""ok"": true, ""vulnerabilities"": [], ""numDependencies"": 124, ""severityMap"": {""critical"": 0, ""high"": 0, ""medium"": 0, ""low"": 0}, ""org"": ""bruswei"", ""packageManager"": ""npm"", ""summary"": ""No known vulnerabilities"", ""filesystemPolicy"": false, ""uniqueCount"": 0, ""hasUnknownVersions"": false, ""path"": ""https://github.com/gitkraken/vscode-gitlens.git""}"
17,Debugger for Java,Microsoft,61fcd0cf-64d7-4836-8d6b-d55f4fb83281,https://github.com/Microsoft/vscode-java-debug.git,25795026,"{""ok"": true, ""vulnerabilities"": [], ""numDependencies"": 21, ""severityMap"": {""critical"": 0, ""high"": 0, ""medium"": 0, ""low"": 0}, ""org"": ""bruswei"", ""packageManager"": ""npm"", ""summary"": ""No known vulnerabilities"", ""filesystemPolicy"": false, ""uniqueCount"": 0, ""hasUnknownVersions"": false, ""path"": ""https://github.com/Microsoft/vscode-java-debug.git""}"
18,CMake,twxs,2be7cf14-2603-402e-9771-fd79df83cdf8,https://github.com/twxs/vs.language.cmake.git,24516129,"{""ok"": true, ""vulnerabilities"": [], ""numDependencies"": 1, ""severityMap"": {""critical"": 0, ""high"": 0, ""medium"": 0, ""low"": 0}, ""org"": ""bruswei"", ""packageManager"": ""npm"", ""summary"": ""No known vulnerabilities"", ""filesystemPolicy"": false, ""uniqueCount"": 0, ""hasUnknownVersions"": false, ""path"": ""https://github.com/twxs/vs.language.cmake.git""}"
19,CMake Tools,Microsoft,7c889349-8749-43d4-8b5e-08939936d7f4,https://github.com/microsoft/vscode-cmake-tools.git,24466404,"{""ok"": false, ""vulnerabilities"": [{""id"": ""SNYK-JS-XML2JS-5414874"", ""title"": ""Prototype Pollution"", ""CVSSv3"": ""CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N/E:P"", ""credit"": [""Carlos Bello""], ""semver"": {""vulnerable"": [""<0.5.0""]}, ""exploit"": ""Proof of Concept"", ""fixedIn"": [""0.5.0""], ""patches"": [], ""insights"": {""triageAdvice"": null}, ""language"": ""js"", ""severity"": ""medium"", ""cvssScore"": 5.3, ""functions"": [], ""malicious"": false, ""isDisputed"": false, ""moduleName"": ""xml2js"", ""references"": [{""url"": ""https://github.com/Leonidas-from-XIV/node-xml2js/commit/50a492aef9729b8b9b291c5cb2746ec7dc1369db"", ""title"": ""GitHub Commit""}, {""url"": ""https://github.com/Leonidas-from-XIV/node-xml2js/issues/593"", ""title"": ""GitHub Issue""}, {""url"": ""https://github.com/Leonidas-from-XIV/node-xml2js/pull/603"", ""title"": ""GitHub PR""}, {""url"": ""https://github.com/Leonidas-from-XIV/node-xml2js/pull/674"", ""title"": ""GitHub PR""}, {""url"": ""https://github.com/Leonidas-from-XIV/node-xml2js/pull/681"", ""title"": ""GitHub PR""}, {""url"": ""https://fluidattacks.com/advisories/myers/"", ""title"": ""PoC""}], ""cvssDetails"": [{""assigner"": ""NVD"", ""severity"": ""medium"", ""cvssV3Vector"": ""CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N"", ""cvssV3BaseScore"": 5.3, ""modificationTime"": ""2023-04-13T01:10:09.218628Z""}, {""assigner"": ""Red Hat"", ""severity"": ""medium"", ""cvssV3Vector"": ""CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N"", ""cvssV3BaseScore"": 5.3, ""modificationTime"": ""2023-05-06T13:46:27.332894Z""}], ""description"": ""## Overview\n\nAffected versions of this package are vulnerable to Prototype Pollution due to allowing an external attacker to edit or add new properties to an object. This is possible because the application does not properly validate incoming JSON keys, thus allowing the `__proto__` property to be edited.\n## PoC\n```js\r\nvar parseString = require('xml2js').parseString;\r\n\r\nlet normal_user_request    = \""<role>admin</role>\"";\r\nlet malicious_user_request = \""<__proto__><role>admin</role></__proto__>\"";\r\n\r\nconst update_user = (userProp) => {\r\n    // A user cannot alter his role. This way we prevent privilege escalations.\r\n    parseString(userProp, function (err, user) {\r\n        if(user.hasOwnProperty(\""role\"") && user?.role.toLowerCase() === \""admin\"") {\r\n            console.log(\""Unauthorized Action\"");\r\n        } else {\r\n            console.log(user?.role[0]);\r\n        }\r\n    });\r\n}\r\n\r\nupdate_user(normal_user_request);\r\nupdate_user(malicious_user_request);\r\n```\n\n## Details\n\nPrototype Pollution is a vulnerability affecting JavaScript. Prototype Pollution refers to the ability to inject properties into existing JavaScript language construct prototypes, such as objects. JavaScript allows all Object attributes to be altered, including their magical attributes such as `__proto__`, `constructor` and `prototype`. An attacker manipulates these attributes to overwrite, or pollute, a JavaScript application object prototype of the base object by injecting other values.  Properties on the `Object.prototype` are then inherited by all the JavaScript objects through the prototype chain. When that happens, this leads to either denial of service by triggering JavaScript exceptions, or it tampers with the application source code to force the code path that the attacker injects, thereby leading to remote code execution.\n\nThere are two main ways in which the pollution of prototypes occurs:\n\n-   Unsafe `Object` recursive merge\n    \n-   Property definition by path\n    \n\n### Unsafe Object recursive merge\n\nThe logic of a vulnerable recursive merge function follows the following high-level model:\n```\nmerge (target, source)\n\n  foreach property of source\n\n    if property exists and is an object on both the target and the source\n\n      merge(target[property], source[property])\n\n    else\n\n      target[property] = source[property]\n```\n<br>  \n\nWhen the source object contains a property named `__proto__` defined with `Object.defineProperty()` , the condition that checks if the property exists and is an object on both the target and the source passes and the merge recurses with the target, being the prototype of `Object` and the source of `Object` as defined by the attacker. Properties are then copied on the `Object` prototype.\n\nClone operations are a special sub-class of unsafe recursive merges, which occur when a recursive merge is conducted on an empty object: `merge({},source)`.\n\n`lodash` and `Hoek` are examples of libraries susceptible to recursive merge attacks.\n\n### Property definition by path\n\nThere are a few JavaScript libraries that use an API to define property values on an object based on a given path. The function that is generally affected contains this signature: `theFunction(object, path, value)`\n\nIf the attacker can control the value of \u201cpath\u201d, they can set this value to `__proto__.myValue`. `myValue` is then assigned to the prototype of the class of the object.\n\n## Types of attacks\n\nThere are a few methods by which Prototype Pollution can be manipulated:\n\n| Type |Origin  |Short description |\n|--|--|--|\n| **Denial of service (DoS)**|Client  |This is the most likely attack. <br>DoS occurs when `Object` holds generic functions that are implicitly called for various operations (for example, `toString` and `valueOf`). <br> The attacker pollutes `Object.prototype.someattr` and alters its state to an unexpected value such as `Int` or `Object`. In this case, the code fails and is likely to cause a denial of service.  <br>**For example:** if an attacker pollutes `Object.prototype.toString` by defining it as an integer, if the codebase at any point was reliant on `someobject.toString()` it would fail. |\n |**Remote Code Execution**|Client|Remote code execution is generally only possible in cases where the codebase evaluates a specific attribute of an object, and then executes that evaluation.<br>**For example:** `eval(someobject.someattr)`. In this case, if the attacker pollutes `Object.prototype.someattr` they are likely to be able to leverage this in order to execute code.|\n|**Property Injection**|Client|The attacker pollutes properties that the codebase relies on for their informative value, including security properties such as cookies or tokens.<br>  **For example:** if a codebase checks privileges for `someuser.isAdmin`, then when the attacker pollutes `Object.prototype.isAdmin` and sets it to equal `true`, they can then achieve admin privileges.|\n\n## Affected environments\n\nThe following environments are susceptible to a Prototype Pollution attack:\n\n-   Application server\n    \n-   Web server\n\n-   Web browser\n    \n\n## How to prevent\n\n1.  Freeze the prototype\u2014 use `Object.freeze (Object.prototype)`.\n    \n2.  Require schema validation of JSON input.\n    \n3.  Avoid using unsafe recursive merge functions.\n    \n4.  Consider using objects without prototypes (for example, `Object.create(null)`), breaking the prototype chain and preventing pollution.\n    \n5.  As a best practice use `Map` instead of `Object`.\n\n### For more information on this vulnerability type:\n\n[Arteau, Oliver. \u201cJavaScript prototype pollution attack in NodeJS application.\u201d GitHub, 26 May 2018](https://github.com/HoLyVieR/prototype-pollution-nsec18/blob/master/paper/JavaScript_prototype_pollution_attack_in_NodeJS.pdf)\n\n## Remediation\nUpgrade `xml2js` to version 0.5.0 or higher.\n## References\n- [GitHub Commit](https://github.com/Leonidas-from-XIV/node-xml2js/commit/50a492aef9729b8b9b291c5cb2746ec7dc1369db)\n- [GitHub Issue](https://github.com/Leonidas-from-XIV/node-xml2js/issues/593)\n- [GitHub PR](https://github.com/Leonidas-from-XIV/node-xml2js/pull/603)\n- [GitHub PR](https://github.com/Leonidas-from-XIV/node-xml2js/pull/674)\n- [GitHub PR](https://github.com/Leonidas-from-XIV/node-xml2js/pull/681)\n- [PoC](https://fluidattacks.com/advisories/myers/)\n"", ""epssDetails"": {""percentile"": ""0.14013"", ""probability"": ""0.00046"", ""modelVersion"": ""v2023.03.01""}, ""identifiers"": {""CVE"": [""CVE-2023-0842""], ""CWE"": [""CWE-1321""]}, ""packageName"": ""xml2js"", ""proprietary"": false, ""creationTime"": ""2023-04-06T07:21:28.176087Z"", ""functions_new"": [], ""alternativeIds"": [], ""disclosureTime"": ""2023-04-06T07:16:41Z"", ""packageManager"": ""npm"", ""publicationTime"": ""2023-04-06T07:22:23.185949Z"", ""modificationTime"": ""2023-05-26T07:23:49.422089Z"", ""socialTrendAlert"": false, ""severityWithCritical"": ""medium"", ""packagePopularityRank"": 99, ""from"": [""cmake-tools@microsoft/vscode-cmake-tools#95a17bdc686c8a00d96c74232aef588ba88c5258"", ""xml2js@0.4.23""], ""upgradePath"": [false, ""xml2js@0.5.0""], ""version"": ""0.4.23"", ""name"": ""xml2js"", ""isUpgradable"": true, ""isPatchable"": false, ""isPinnable"": false}], ""numDependencies"": 68, ""severityMap"": {""critical"": 0, ""high"": 0, ""medium"": 1, ""low"": 0}, ""org"": ""bruswei"", ""packageManager"": ""npm"", ""summary"": ""1 vulnerable dependency path"", ""filesystemPolicy"": false, ""filtered"": {""ignore"": [], ""patch"": []}, ""uniqueCount"": 1, ""hasUnknownVersions"": false, ""path"": ""https://github.com/microsoft/vscode-cmake-tools.git""}"
20,C#,Microsoft,d0bfc4ab-1d3a-4487-8782-7cf6027b4fff,https://github.com/dotnet/vscode-csharp.git,23979603,"{""ok"": true, ""vulnerabilities"": [], ""numDependencies"": 140, ""severityMap"": {""critical"": 0, ""high"": 0, ""medium"": 0, ""low"": 0}, ""org"": ""bruswei"", ""packageManager"": ""npm"", ""summary"": ""No known vulnerabilities"", ""filesystemPolicy"": false, ""uniqueCount"": 0, ""hasUnknownVersions"": false, ""path"": ""https://github.com/dotnet/vscode-csharp.git""}"
